date,area,average_price,code,houses_sold,no_of_crimes,borough_flag
01/01/1995,city of london,91449,E09000001,17,0,1
01/01/1996,city of london,108999,E09000001,17,0,1
01/01/1997,city of london,116343,E09000001,22,0,1
01/01/1998,city of london,124382,E09000001,48,0,1
01/01/1999,city of london,149143,E09000001,41,0,1
01/01/2000,city of london,173738,E09000001,24,0,1
01/01/2001,city of london,284262,E09000001,24,0,1
01/01/2002,city of london,344239,E09000001,30,0,1
01/01/2003,city of london,261645,E09000001,32,0,1
01/01/2004,city of london,326913,E09000001,98,0,1
01/01/2005,city of london,330363,E09000001,17,0,1
01/01/2006,city of london,316121,E09000001,19,0,1
01/01/2007,city of london,360923,E09000001,20,0,1
01/01/2008,city of london,471861,E09000001,16,0,1
01/01/2009,city of london,400317,E09000001,5,0,1
01/01/2010,city of london,464436,E09000001,20,0,1
01/01/2011,city of london,442413,E09000001,16,0,1
01/01/2012,city of london,525723,E09000001,11,0,1
01/01/2013,city of london,465451,E09000001,16,0,1
01/01/2014,city of london,625001,E09000001,26,0,1
01/01/2015,city of london,783667,E09000001,37,0,1
01/01/2016,city of london,736788,E09000001,15,0,1
01/01/2017,city of london,820305,E09000001,11,0,1
01/01/2018,city of london,802129,E09000001,34,0,1
01/01/2019,city of london,865636,E09000001,10,0,1
01/01/2020,city of london,775309,E09000001,0,0,1
01/01/1995,barking and dagenham,50460,E09000002,96,0,1
01/01/1996,barking and dagenham,50828,E09000002,94,0,1
01/01/1997,barking and dagenham,54459,E09000002,153,0,1
01/01/1998,barking and dagenham,57559,E09000002,152,0,1
01/01/1999,barking and dagenham,64532,E09000002,177,0,1
01/01/2000,barking and dagenham,71079,E09000002,182,0,1
01/01/2001,barking and dagenham,82343,E09000002,215,1771,1
01/01/2002,barking and dagenham,98713,E09000002,216,1751,1
01/01/2003,barking and dagenham,134750,E09000002,254,1652,1
01/01/2004,barking and dagenham,150115,E09000002,321,1768,1
01/01/2005,barking and dagenham,164484,E09000002,183,1694,1
01/01/2006,barking and dagenham,162340,E09000002,208,2002,1
01/01/2007,barking and dagenham,176577,E09000002,257,1790,1
01/01/2008,barking and dagenham,194235,E09000002,215,1667,1
01/01/2009,barking and dagenham,166798,E09000002,48,1660,1
01/01/2010,barking and dagenham,162905,E09000002,73,1603,1
01/01/2011,barking and dagenham,163821,E09000002,92,1485,1
01/01/2012,barking and dagenham,163899,E09000002,81,1538,1
01/01/2013,barking and dagenham,167919,E09000002,92,1558,1
01/01/2014,barking and dagenham,184884,E09000002,127,1311,1
01/01/2015,barking and dagenham,220070,E09000002,204,1308,1
01/01/2016,barking and dagenham,258758,E09000002,158,1423,1
01/01/2017,barking and dagenham,282441,E09000002,129,1379,1
01/01/2018,barking and dagenham,291548,E09000002,154,1502,1
01/01/2019,barking and dagenham,297181,E09000002,119,1576,1
01/01/2020,barking and dagenham,301057,E09000002,0,1680,1
01/01/1995,barnet,93285,E09000003,332,0,1
01/01/1996,barnet,91111,E09000003,357,0,1
01/01/1997,barnet,98559,E09000003,468,0,1
01/01/1998,barnet,115902,E09000003,437,0,1
01/01/1999,barnet,126189,E09000003,417,0,1
01/01/2000,barnet,153676,E09000003,489,0,1
01/01/2001,barnet,175475,E09000003,450,2338,1
01/01/2002,barnet,203249,E09000003,501,2373,1
01/01/2003,barnet,244239,E09000003,507,2614,1
01/01/2004,barnet,259868,E09000003,556,2751,1
01/01/2005,barnet,282820,E09000003,336,2710,1
01/01/2006,barnet,282334,E09000003,435,2551,1
01/01/2007,barnet,306484,E09000003,505,2376,1
01/01/2008,barnet,344480,E09000003,354,2157,1
01/01/2009,barnet,294598,E09000003,139,2201,1
01/01/2010,barnet,316926,E09000003,268,2039,1
01/01/2011,barnet,337575,E09000003,246,2194,1
01/01/2012,barnet,351280,E09000003,300,1996,1
01/01/2013,barnet,362880,E09000003,337,2089,1
01/01/2014,barnet,398384,E09000003,410,1857,1
01/01/2015,barnet,461383,E09000003,353,1994,1
01/01/2016,barnet,512166,E09000003,357,2051,1
01/01/2017,barnet,532924,E09000003,251,2079,1
01/01/2018,barnet,531832,E09000003,247,2258,1
01/01/2019,barnet,528639,E09000003,291,2413,1
01/01/2020,barnet,520682,E09000003,0,2621,1
01/01/1995,bexley,64958,E09000004,269,0,1
01/01/1996,bexley,63996,E09000004,210,0,1
01/01/1997,bexley,67351,E09000004,360,0,1
01/01/1998,bexley,76863,E09000004,293,0,1
01/01/1999,bexley,83064,E09000004,292,0,1
01/01/2000,bexley,94978,E09000004,337,0,1
01/01/2001,bexley,111194,E09000004,369,1711,1
01/01/2002,bexley,124283,E09000004,319,1664,1
01/01/2003,bexley,156081,E09000004,342,1599,1
01/01/2004,bexley,169115,E09000004,454,1617,1
01/01/2005,bexley,186454,E09000004,229,1511,1
01/01/2006,bexley,188013,E09000004,285,1659,1
01/01/2007,bexley,199813,E09000004,391,1354,1
01/01/2008,bexley,220086,E09000004,252,1359,1
01/01/2009,bexley,193105,E09000004,82,1269,1
01/01/2010,bexley,197737,E09000004,126,1139,1
01/01/2011,bexley,200374,E09000004,166,1078,1
01/01/2012,bexley,197427,E09000004,186,974,1
01/01/2013,bexley,209192,E09000004,183,1076,1
01/01/2014,bexley,224321,E09000004,316,966,1
01/01/2015,bexley,261751,E09000004,278,1077,1
01/01/2016,bexley,307550,E09000004,232,1147,1
01/01/2017,bexley,330066,E09000004,228,1099,1
01/01/2018,bexley,342096,E09000004,234,1262,1
01/01/2019,bexley,338708,E09000004,215,1542,1
01/01/2020,bexley,331683,E09000004,0,1616,1
01/01/1995,brent,71307,E09000005,233,0,1
01/01/1996,brent,72806,E09000005,251,0,1
01/01/1997,brent,79664,E09000005,320,0,1
01/01/1998,brent,93746,E09000005,299,0,1
01/01/1999,brent,105461,E09000005,261,0,1
01/01/2000,brent,126785,E09000005,346,0,1
01/01/2001,brent,148306,E09000005,306,2380,1
01/01/2002,brent,168671,E09000005,315,2612,1
01/01/2003,brent,207790,E09000005,359,2532,1
01/01/2004,brent,223971,E09000005,360,2646,1
01/01/2005,brent,239247,E09000005,243,2459,1
01/01/2006,brent,247766,E09000005,251,2701,1
01/01/2007,brent,263524,E09000005,368,2215,1
01/01/2008,brent,300895,E09000005,207,2227,1
01/01/2009,brent,260421,E09000005,73,2230,1
01/01/2010,brent,273218,E09000005,149,2096,1
01/01/2011,brent,292494,E09000005,149,2412,1
01/01/2012,brent,309545,E09000005,171,2656,1
01/01/2013,brent,325756,E09000005,132,2206,1
01/01/2014,brent,365190,E09000005,232,2122,1
01/01/2015,brent,422944,E09000005,199,1993,1
01/01/2016,brent,469516,E09000005,239,2190,1
01/01/2017,brent,472373,E09000005,170,2229,1
01/01/2018,brent,493882,E09000005,123,2522,1
01/01/2019,brent,479106,E09000005,126,2491,1
01/01/2020,brent,408523,E09000005,0,2510,1
01/01/1995,bromley,81671,E09000006,323,0,1
01/01/1996,bromley,82210,E09000006,352,0,1
01/01/1997,bromley,86846,E09000006,499,0,1
01/01/1998,bromley,102342,E09000006,429,0,1
01/01/1999,bromley,112544,E09000006,406,0,1
01/01/2000,bromley,133997,E09000006,451,0,1
01/01/2001,bromley,153615,E09000006,407,2075,1
01/01/2002,bromley,173150,E09000006,445,2394,1
01/01/2003,bromley,207299,E09000006,519,2379,1
01/01/2004,bromley,224284,E09000006,531,2536,1
01/01/2005,bromley,243767,E09000006,346,2637,1
01/01/2006,bromley,240255,E09000006,517,2551,1
01/01/2007,bromley,261809,E09000006,611,2335,1
01/01/2008,bromley,293098,E09000006,337,2149,1
01/01/2009,bromley,255177,E09000006,168,2227,1
01/01/2010,bromley,260714,E09000006,299,1746,1
01/01/2011,bromley,275141,E09000006,230,1888,1
01/01/2012,bromley,276025,E09000006,337,1832,1
01/01/2013,bromley,286846,E09000006,302,1698,1
01/01/2014,bromley,315709,E09000006,520,1681,1
01/01/2015,bromley,372856,E09000006,418,1717,1
01/01/2016,bromley,413460,E09000006,412,1748,1
01/01/2017,bromley,436538,E09000006,344,1756,1
01/01/2018,bromley,446737,E09000006,299,2009,1
01/01/2019,bromley,440624,E09000006,280,1999,1
01/01/2020,bromley,436757,E09000006,0,2138,1
01/01/1995,camden,120933,E09000007,198,0,1
01/01/1996,camden,119560,E09000007,193,0,1
01/01/1997,camden,135956,E09000007,273,0,1
01/01/1998,camden,169012,E09000007,294,0,1
01/01/1999,camden,170961,E09000007,208,0,1
01/01/2000,camden,217700,E09000007,269,0,1
01/01/2001,camden,265515,E09000007,275,3530,1
01/01/2002,camden,290461,E09000007,237,4303,1
01/01/2003,camden,322511,E09000007,265,4000,1
01/01/2004,camden,329660,E09000007,282,3682,1
01/01/2005,camden,345132,E09000007,228,3049,1
01/01/2006,camden,368710,E09000007,313,3095,1
01/01/2007,camden,433901,E09000007,297,3374,1
01/01/2008,camden,486659,E09000007,217,2611,1
01/01/2009,camden,446897,E09000007,96,2661,1
01/01/2010,camden,454547,E09000007,210,2532,1
01/01/2011,camden,540301,E09000007,221,2661,1
01/01/2012,camden,548416,E09000007,174,2743,1
01/01/2013,camden,627541,E09000007,235,2734,1
01/01/2014,camden,695470,E09000007,245,2302,1
01/01/2015,camden,769724,E09000007,181,2429,1
01/01/2016,camden,808531,E09000007,171,2398,1
01/01/2017,camden,856070,E09000007,154,2461,1
01/01/2018,camden,859593,E09000007,127,3100,1
01/01/2019,camden,867808,E09000007,102,3057,1
01/01/2020,camden,810298,E09000007,0,3214,1
01/01/1995,croydon,69158,E09000008,375,0,1
01/01/1996,croydon,68006,E09000008,382,0,1
01/01/1997,croydon,72165,E09000008,528,0,1
01/01/1998,croydon,84643,E09000008,462,0,1
01/01/1999,croydon,91179,E09000008,442,0,1
01/01/2000,croydon,109119,E09000008,505,0,1
01/01/2001,croydon,127511,E09000008,352,2800,1
01/01/2002,croydon,143108,E09000008,455,2998,1
01/01/2003,croydon,177880,E09000008,576,2880,1
01/01/2004,croydon,190401,E09000008,556,3010,1
01/01/2005,croydon,206825,E09000008,373,2652,1
01/01/2006,croydon,204536,E09000008,467,2643,1
01/01/2007,croydon,222691,E09000008,599,2811,1
01/01/2008,croydon,248005,E09000008,400,2642,1
01/01/2009,croydon,207072,E09000008,142,2576,1
01/01/2010,croydon,211896,E09000008,225,2597,1
01/01/2011,croydon,213990,E09000008,197,2687,1
01/01/2012,croydon,217209,E09000008,226,3161,1
01/01/2013,croydon,225826,E09000008,253,2424,1
01/01/2014,croydon,249311,E09000008,455,2484,1
01/01/2015,croydon,288819,E09000008,403,2475,1
01/01/2016,croydon,332811,E09000008,375,2334,1
01/01/2017,croydon,363241,E09000008,360,2512,1
01/01/2018,croydon,372312,E09000008,326,2608,1
01/01/2019,croydon,365096,E09000008,271,2642,1
01/01/2020,croydon,368662,E09000008,0,3047,1
01/01/1995,ealing,79886,E09000009,303,0,1
01/01/1996,ealing,80214,E09000009,281,0,1
01/01/1997,ealing,88092,E09000009,450,0,1
01/01/1998,ealing,107575,E09000009,412,0,1
01/01/1999,ealing,112914,E09000009,371,0,1
01/01/2000,ealing,144352,E09000009,361,0,1
01/01/2001,ealing,159483,E09000009,377,2705,1
01/01/2002,ealing,178154,E09000009,412,3031,1
01/01/2003,ealing,214973,E09000009,383,2818,1
01/01/2004,ealing,229859,E09000009,502,2897,1
01/01/2005,ealing,244937,E09000009,271,2725,1
01/01/2006,ealing,247594,E09000009,421,2818,1
01/01/2007,ealing,273569,E09000009,521,3000,1
01/01/2008,ealing,310173,E09000009,336,2755,1
01/01/2009,ealing,257539,E09000009,96,2567,1
01/01/2010,ealing,283234,E09000009,231,2506,1
01/01/2011,ealing,299150,E09000009,191,2571,1
01/01/2012,ealing,304690,E09000009,229,2712,1
01/01/2013,ealing,325025,E09000009,264,2373,1
01/01/2014,ealing,364514,E09000009,301,1995,1
01/01/2015,ealing,412383,E09000009,289,2091,1
01/01/2016,ealing,470507,E09000009,255,2226,1
01/01/2017,ealing,489364,E09000009,200,2119,1
01/01/2018,ealing,473631,E09000009,216,2300,1
01/01/2019,ealing,483336,E09000009,186,2550,1
01/01/2020,ealing,473268,E09000009,0,2697,1
01/01/1995,enfield,72515,E09000010,327,0,1
01/01/1996,enfield,71544,E09000010,324,0,1
01/01/1997,enfield,77693,E09000010,398,0,1
01/01/1998,enfield,90496,E09000010,410,0,1
01/01/1999,enfield,94831,E09000010,399,0,1
01/01/2000,enfield,111689,E09000010,451,0,1
01/01/2001,enfield,125851,E09000010,425,2116,1
01/01/2002,enfield,144678,E09000010,440,2281,1
01/01/2003,enfield,182113,E09000010,516,2488,1
